,klant,eigenaar,product_soort,locatie,kwaliteit,klantaanduiding,batch_nummer,batch_volg_nummer,kl_lengte,klant_breedte,klant_dikte,lm_lengte_,lm_breedte,lm_dikte,administratief_gewicht,aantal_stuks,totaal_gealloceerd,coil_nummer_leverancier,klantreferentie,attest_nummer,eerste_charge_nummer,verkoop_order_nummer,omschrijving,binnendiam_coil,buitendiam_coil,binnenbreedte_coil,buitenbreedte_coil,tekst,aanvoerdatum,laatste_transactie,werkbonnummer,bewerking,STATUS,lijst_van_bewerk,werkbonnummer2,bewerking3,STATUS4,lijst_van_bewerk5,laadlijstnummer,geolied,gebeitst,bezoomd,materiaal_status,afroep_referentie,leverdatum,afleveradres,verpakking,Gestempeld,a_nummer,gekoppeld_aan_afroep,bewerking_referentie,coilnummer_leverancier
60,Brian Jackson,David Bryan,COILS,MGZN,S700M,S700M,D0379,0.0,0.0,1514.0,15,0.0,1508.0,"14,99",28280,1,,1051042,77890183,487882,4027821,57,196864,740.0,1915.0,1508.0,1508.0,96,2017-08-17,2017-08-18,4400534,,,,888802,,,,25648196,0.0,0.0,0.0,,,,"8647 Todd Crossing
South Davidfort, IN 37571",onbekend,,4956917,,204496,89
61,Brian Aguirre,Carly Horn,PLAAT,LC40,22/37,s235jr,D1642,2.0,2500.0,1250.0,15,2500.0,1265.0,"15,1","2624,07",7,,1376068,138500,85616218,85,686,4,740.0,1710.0,1265.0,1265.0,1695,2019-04-25,2019-12-16,28753,,,,3643681,DECOILEN,3,DE,0,0.0,0.0,0.0,V,,,"2230 Joel Curve Suite 904
Jacobshire, MI 26130",PACKA,1.0,7634,,225695,80
62,Jessica Gomez,Wendy Gutierrez,PLAAT,LC36,22/37,s235jr,D1642,3.0,2500.0,1250.0,15,2500.0,1265.0,"15,1","2624,07",7,,1376068,474158,2746,782918,89,72010,740.0,1710.0,1265.0,1265.0,84255769,2019-04-25,2020-05-27,245974,,,,73509546,DECOILEN,3,DE,231775,0.0,0.0,0.0,V,,,"182 Brittany Village Suite 537
Adamshaven, MT 31150",PACKA,1.0,9,,8393548,95
63,Jamie Edwards,Sara Smith,PLAAT,LC36,S355M,S355MC,D1647,1.0,2500.0,1250.0,20,2500.0,1258.0,20,2530,5,,1395046,869465975,5,84,430459333,7,750.0,1715.0,1258.0,1258.0,328,2019-03-21,2019-12-16,588,,,,49,DECOILEN,3,DE,6772995,0.0,0.0,0.0,P,,,"5294 Harris Spring Apt. 870
South Cindyberg, AS 11877",PACKA,1.0,7799085,,77048419,81393
64,Heather Bennett,John King,PLAAT,LC36,S355M,S355MC,D1647,2.0,2500.0,1250.0,20,2500.0,1258.0,20,2530,5,,1395046,59951,12,5605736,1810,451437129,750.0,1715.0,1258.0,1258.0,228354058,2019-03-21,2019-12-16,416712,,,,2033998,DECOILEN,3,DE,37416902,0.0,0.0,0.0,P,,,"3248 Thompson Freeway Suite 565
North Christopherstad, AL 62194",PACKA,1.0,49570,,70049,79709
65,Stephanie Johnson,Alfred Avila,PLAAT,LC41,S355M,S355MC,D1647,3.0,2500.0,1250.0,20,2500.0,1258.0,20,2530,5,,1395046,321,676605,746696,597736609,5840385,750.0,1715.0,1258.0,1258.0,7961,2019-03-21,2020-05-01,4505254,,,,38675487,DECOILEN,3,DE,1,0.0,0.0,0.0,P,,,"9675 Garcia Lights
South Jacobview, KS 07200",PACKA,1.0,85073,,803440,748
66,James Matthews,Matthew French,PLAAT,LC36,S355M,S355MC,D1647,5.0,2500.0,1250.0,20,2500.0,1258.0,20,2530,5,,1395046,62793,2184,3400363,7449879,40,750.0,1715.0,1258.0,1258.0,2789527,2019-03-21,2019-12-16,3,,,,695052782,DECOILEN,3,DE,134,0.0,0.0,0.0,P,,,"4550 Mason Spur
Port Michaelfurt, AL 97174",PACKA,1.0,18541,,50,556
67,Mitchell Ruiz,Juan Williams,PLAAT,LC40,S355M,S355MC,D1647,6.0,2500.0,1250.0,20,2500.0,1258.0,20,2530,5,,1395046,2568,166659317,43,9931637,23820,750.0,1715.0,1258.0,1258.0,805419,2019-03-21,2020-03-27,9743136,,,,749711,DECOILEN,3,DE,933523,0.0,0.0,0.0,P,,,"476 Henry Pass Suite 851
West Anthony, PW 43983",PACKA,1.0,1584060,,4795,388601
68,Anne Ryan,Mr. Thomas Richards MD,PLAAT,LC40,S355M,S355MC,D1647,7.0,2500.0,1250.0,20,2500.0,1258.0,20,2024,4,,1395046,46,6516,55227,21,61863,750.0,1715.0,1258.0,1258.0,94091117,2019-03-21,2020-03-27,2379596,,,,301576090,DECOILEN,3,DE,570579821,0.0,0.0,0.0,P,,,"6065 Ellis Turnpike Suite 648
Christineberg, PR 12100",PACKA,1.0,613486041,,781,53
69,Megan Russell,Christopher Benson,PLAAT,LC40,S355M,S355MC,D1647,8.0,2500.0,1250.0,20,2500.0,1258.0,20,1012,2,,1395046,65165,892375050,74,72607,176633,750.0,1715.0,1258.0,1258.0,1953847,2019-03-21,2020-03-27,72380,,,,69974,DECOILEN,3,DE,5789,0.0,0.0,0.0,P,,,"USS Fuentes
FPO AP 32851",PACKA,1.0,892776,,51,6457
70,Nicole Campbell,Douglas Mays,COILS,MGZN,S275J,S275JR+AR,D1650,0.0,0.0,1021.0,"1,28",0.0,1021.0,"1,28",15080,1,,6704535,1536339,531419,144453,403351,20665,750.0,1735.0,1021.0,1021.0,259439936,2017-10-20,2018-07-02,41,,,,3172058,,,,7132628,0.0,0.0,0.0,,,,"74852 Jose Station Suite 417
New Brenda, OK 98442",onbekend,,240865,,97188,67561891
71,Eric Craig,Debbie Brown,COILS,MGZN,H500,H500,D1655,0.0,0.0,1297.0,"2,2",0.0,1297.0,"2,1",26080,1,,6700737,6116505,814,84846569,705201937,0,750.0,1980.0,1297.0,1297.0,9,2017-10-20,2018-07-02,30,,,,5151771,,,,88411,0.0,0.0,0.0,,,,"312 Anthony Fort
Lake Anthonytown, AS 24826",onbekend,,6,,724584,4
72,Janice Munoz,Karen Zimmerman,COILS,MGZN,DD11,DD11,D1664,0.0,0.0,1497.0,3,0.0,1498.0,"2,97",9980,1,0,670582101,47,3746623,41932138,10678,42,755.0,1300.0,1498.0,1498.0,612727,2017-10-20,2018-07-02,96425034,,,,4,,,,49977,0.0,0.0,0.0,,,,"61327 Browning Estate Suite 812
Lake Luis, MT 51842",onbekend,,130,,7,9404804
73,Logan Richards,Justin Reyes,PLAAT,LC39,S235,S235JR,D1729,8.0,2360.0,1230.0,18,2360.0,1230.0,"17,87","1238,35",3,,1412034,30,2,188571,274753278,9075,730.0,1780.0,1266.0,1266.0,9759,2018-02-27,2019-12-16,418146,,,,69,DECOILEN,3,DE,772431,0.0,0.0,1.0,,,,"479 Martin Ridge
Ritafurt, WI 59283",PACKA,0.0,811868436,,576,2704
74,Keith Reed,Debra Stafford,COILS,MGZN,22/37,muster Vogel,D1804,0.0,0.0,1040.0,"3,7",0.0,1052.0,"3,7",19600,1,,1387097,623047,0,323170,7790368,72925,750.0,1905.0,1052.0,1052.0,804426793,2017-11-07,2017-11-20,1432,BRANDEN,3,BR,467026,BRANDEN,3,BR,71750020,0.0,0.0,0.0,V,,,"5682 Pierce Glen
Deanhaven, GU 59562",onbekend,,2,,3094084,59574159
75,Jennifer Fleming,Steven Wilson,COILS,MGZN,S355J,,D1884,0.0,0.0,1500.0,"9,99",0.0,1500.0,"9,99",22880,1,,,838,3690691,175869,411054,1538246,750.0,1750.0,1523.0,1523.0,47461146,2017-09-29,2017-09-29,9302219,,,,79,,,,9255,0.0,0.0,0.0,,,,"668 Mcknight Corners
West Logan, WV 33406",onbekend,,2275,,63,96360213
76,Lisa Garrett,Eric Brown,PLAAT,LC55,S355M,S235JR,D2097,11.0,2005.0,1650.0,6,2005.0,1650.0,"6,11","1110,73",7,,1489051,93477870,6312,1823,15443,59663,740.0,1830.0,1676.0,1676.0,968,2018-07-17,2020-05-07,2059,,,,8794174,SPLITSEN,3,SP,629512,0.0,0.0,0.0,V,,,"9641 Walker Loaf
North Jacquelineside, IN 30921",onbekend,0.0,45658278,,755,43666
77,Daniel Williams,Lisa Clark,PLAAT,LC21,S355M,S355MC,D2286,1.0,3000.0,1500.0,10,3000.0,1540.0,10,"2545,59",7,,1489045,329854820,7295669,3704349,3419960,245511331,745.0,1832.0,1660.0,1660.0,688358637,2019-09-17,2020-04-24,77197356,,,,8739515,DECOILEN,3,DE,52381,0.0,0.0,1.0,V,,,"3676 Andrew Estates
Port Frankview, NV 13535",PACKA,1.0,8908858,,5101329,2
78,Amy Brown,Brian Robinson,PLAAT,LC23,S355M,S355MC,D2286,12.0,3000.0,1500.0,10,3000.0,1540.0,10,"1818,29",5,,1489045,93833924,704978074,1602,24,53691076,745.0,1832.0,1660.0,1660.0,861,2019-09-17,2019-12-16,69087952,,,,3046,DECOILEN,3,DE,1191,0.0,0.0,1.0,V,,,"683 David Hollow
Troyberg, VT 28015",PACKA,1.0,4254917,,52611,40855818
79,Frank Ortiz,Daniel Blevins,PLAAT,LC40,S355M,S355MC,D2480,10.0,2500.0,1250.0,4,2500.0,1275.0,4,"2502,19",25,,1473029,8129,908073022,472563508,340,839,740.0,1955.0,1275.0,1275.0,289,2017-11-14,2019-10-23,64974158,SPLITSEN,3,SP,3172050,SPLITSEN,3,SP,15564,0.0,0.0,0.0,P,,,"971 Erika Forge
New Patriciamouth, AS 08901",PACKA,1.0,243956,,8818178,71
80,Christopher Mata,Trevor Brown,PLAAT,LA14,OV22,s235jr,D2736,11.0,2000.0,1650.0,"4,5",2000.0,1682.0,"4,5","2022,6",17,,1543019,5,22,7,760,6554591,740.0,1800.0,1682.0,1682.0,1962558,2017-11-29,2020-02-12,824,,,,978009,DECOILEN,3,DE,8559,0.0,0.0,0.0,,,,"67029 Frederick Tunnel
South Kim, IL 85749",PACKA,1.0,366794299,,6604,140
81,Ashley Klein,Dean Rodriguez,COILS,MGZN,S355M,ov S235,D2959,0.0,0.0,1390.0,"3,95",0.0,1402.0,"3,89",23980,1,,1657081,4,626,85447335,93050306,174344,740.0,1855.0,1402.0,1402.0,65618813,2017-12-07,2017-12-07,621889,,,,81151,,,,858291919,0.0,0.0,0.0,,,,"090 Barbara Highway Apt. 156
North Jonathanside, GU 52756",onbekend,,8,,40041133,9
82,Christopher Simpson,Cynthia Wallace,COILS,MGZN,S355M,ov S235,D2961,0.0,0.0,1407.0,"3,95",0.0,1401.0,"3,98",23860,1,,1647045,752106353,19877,9818644,87534711,0,740.0,1835.0,1401.0,1401.0,38082975,2017-12-07,2017-12-07,631133909,,,,23278003,,,,533,0.0,0.0,0.0,,,,"PSC 2955, Box 3522
APO AA 54798",onbekend,,647387838,,7525,4644721
83,Karen Perry,Terri Mendez,COILS,MGZN,S355M,ov >=S355,D2994,0.0,0.0,1000.0,15,0.0,1009.0,15,15825,1,,1759080,459,794,787643138,3335,2,740.0,1780.0,1013.0,1013.0,144554394,2018-01-23,2018-05-24,731579,BRANDEN,3,BR,741625,BRANDEN,3,BR,8575272,0.0,0.0,0.0,,,,"4830 Kristin Prairie Apt. 690
Fitzpatrickberg, UT 05768",onbekend,,25353625,,94383,61920
84,Jamie Ferguson,Alicia Mcdonald,PLAAT,LB14,S420M,S355MC,D3017,6.0,4000.0,2000.0,5,4015.0,2026.0,5,"331,26",1,,1706022,73687,57262,172562,76388,847,730.0,1505.0,2026.0,2026.0,20,2018-06-13,2020-04-28,4497,,,,297854166,DECOILEN,3,DE,87147,0.0,0.0,0.0,,,,"669 Thomas Mountain
East Sueburgh, MN 62853",PACKA,1.0,3419877,,151908789,669
85,Deborah Morales,Tara Taylor,COILS,MGZN,22/37,ov DD11/S235,D3387,0.0,0.0,1041.0,"3,7",0.0,1040.0,"3,73",21220,1,,1750013,3,9653455,1890905,9,261731492,740.0,1985.0,1040.0,1040.0,4092,2017-12-21,2017-12-21,92,,,,3589827,,,,91875946,0.0,0.0,0.0,,,,"104 Anna Shores
West Jeffreyborough, NV 46137",onbekend,,763753985,,762,241
86,Michelle Walton,Benjamin Burton,COILS,MGZN,S355B,ov>=S355,D3983,0.0,0.0,1020.0,6,0.0,1036.0,"5,98",15005,1,,1734117,41,7758,0,883519,3292269,745.0,1720.0,1036.0,,6,2018-01-11,2018-01-11,5544171,,,,65830736,,,,3,0.0,0.0,0.0,V,,,"19963 Castillo Spring
South Jordanton, TN 14769",onbekend,,7373344,,570734,1545
87,Beverly Kaiser,Alyssa Wheeler,PLAAT,LC47,S355M,S355MC,D4736,9.0,2000.0,1000.0,8,2000.0,1008.0,8,"379,81",3,,1802097,3177,491790015,32444954,9583,55094276,735.0,1975.0,1014.0,1014.0,403158571,2018-04-05,2019-12-16,50363,,,,1,SPLITSEN,3,SP,84161,0.0,0.0,0.0,,,,"191 Kendra Brooks Apt. 415
Fullerstad, ME 29671",onbekend,0.0,6,,46132648,2918
88,Jimmy Petersen,Tiffany Santiago,PLAAT,LC18,OV22,DD11,D4762,9.0,3000.0,1482.0,15,3000.0,1482.0,15,"2617,58",5,,1960040,6735,272679,30011,88645,64,740.0,1865.0,1475.0,1475.0,37,2018-03-07,2019-12-16,41,,,,38191,DECOILEN,3,DE,40080,0.0,0.0,0.0,,,,"853 Kristin Bypass
New Jenniferhaven, MD 68324",PACKA,0.0,634032527,,76556,206486
89,Kevin Estrada,Susan Pratt,PLAAT,LC14,OV22,DD11,D4762,11.0,3000.0,1482.0,15,3000.0,1482.0,15,"1570,55",3,,1960040,275460,5537,92564,4,7,740.0,1865.0,1475.0,1475.0,4783,2018-03-07,2019-12-16,203881979,,,,88,DECOILEN,3,DE,1,0.0,0.0,0.0,,,,"3094 Thomas Point Apt. 095
Riosfurt, NV 64666",PACKA,0.0,587,,9555,62552676
90,Victor Ramirez,Adam Branch,COILS,MGZN,OV22,echantillon Duferco,D5014,0.0,0.0,820.0,2,0.0,820.0,2,12800,1,,2172102,55614346,1,4,4,6,750.0,1755.0,835.0,835.0,499542976,2018-04-04,2018-12-13,664,BRANDEN,3,BR,4,BRANDEN,3,BR,7,0.0,0.0,0.0,,,,"528 Tracey Pass
Riversfort, OR 55653",onbekend,,43760,,95,9287587
91,Melissa Pratt,David Robinson,PLAAT,LB03,S355M,-,D5252,8.0,7850.0,2000.0,7,7850.0,2000.0,"6,94","2699,55",3,"2699,55",,63398333,902297289,430,68,4332806,755.0,1550.0,2029.0,2029.0,9,2019-03-27,2019-12-16,7360382,,,,434267514,DECOILEN,3,DE,788,0.0,0.0,1.0,,6456,2019-03-22,"815 Michael Prairie Apt. 147
West Tammie, HI 20821",PACKA,0.0,4531158,,44273738,91
92,Kara Rogers MD,Caitlin Phelps,COILS,MGZN,S420M,S420MC High SI,D5555,0.0,0.0,1491.0,10,0.0,1491.0,10,24385,1,24385,1908040,738689,782836572,4,888,34,750.0,1820.0,1492.0,1492.0,6764340,2018-03-16,2019-10-25,325826064,,,,90841,,,,59863945,0.0,0.0,0.0,,20180930JE001,2018-10-01,"132 Suzanne Point Suite 739
West Daniellechester, UT 55455",onbekend,,44,,159668114,38931612
93,Michelle Lambert,Rachel Hopkins,COILS,MGZN,S355B,ov>=S355,D5574,0.0,0.0,1020.0,8,0.0,1020.0,8,21025,1,,1894127,77093754,465261061,87219,2,911519,750.0,1980.0,1033.0,1033.0,6,2018-02-19,2019-11-27,1,,,,7,,,,375,0.0,0.0,0.0,V,,,"38818 Miller Trafficway Suite 933
East Anna, IL 19084",onbekend,,4,,63,35150004
94,Anna Morrow,Michael Stevenson,COILS,MGZN,OV22,ov DD11,D6455,0.0,0.0,1600.0,6,0.0,1600.0,6,17080,1,17080,2208012,9632,150007,7335832,931,21,740.0,1525.0,1600.0,1600.0,96980285,2018-03-28,2018-03-28,1111,,,,80049324,,,,68,0.0,0.0,0.0,,VERKOOP,2018-03-29,"6142 Jacobs Wells Suite 411
West Jose, WI 80997",onbekend,,883275,,5548349,606063
95,James Sanchez Jr.,Joshua Miller,COILS,MGZN,OV22,ov DD11,D6456,0.0,0.0,1600.0,6,0.0,1603.0,6,16980,1,16980,2208011,6,943111198,985583,9,4,740.0,1520.0,1603.0,1603.0,9336875,2018-03-28,2020-04-14,187247,,,,1889325,,,,59490,0.0,0.0,0.0,,VERKOOP,2018-03-29,"1449 Watson Light
Stewartmouth, NE 22257",onbekend,,0,,836,65415
96,Laura Romero,Anthony Higgins,COILS,MGZN,OV22,,D6460,0.0,0.0,1864.0,10,0.0,1862.0,"10,03",30665,1,,2749056,78,66,73242456,47419851,70819051,730.0,1820.0,1862.0,1862.0,5,2018-07-16,2018-12-04,8619,,,,38,,,,38,0.0,0.0,0.0,,,,"87969 Lewis Unions
Danashire, MP 72880",onbekend,,1,,492,5
97,Kevin Smith,Peter Salazar,PLAAT,LC14,S355M,S355MC,D6753,7.0,3000.0,1500.0,4,3000.0,1528.0,"4,02","432,53",3,,2277111,23925,662953766,115052,504052938,1,750.0,1940.0,1528.0,1528.0,24070,2018-10-15,2019-12-16,689,,,,907644003,DECOILEN,3,DE,92999,0.0,0.0,0.0,,,,"158 Morales River
South Samantha, LA 74743",PACKA,1.0,815,,469430,411
98,Brandon Martinez,Anthony Combs,COILS,MGZN,OV22,echantillon Duferco,D6868,0.0,0.0,820.0,2,0.0,820.0,2,12600,1,,2278129,95,6387013,5632866,63,395707438,755.0,1755.0,826.0,826.0,6441,2018-04-24,2019-01-07,6,BRANDEN,3,BR,653641,BRANDEN,3,BR,8,0.0,0.0,0.0,,,,"39018 Scott Shores Apt. 744
North Christopherburgh, MS 96025",onbekend,,9983006,,10,5323
99,Brandi Reed,Sara Cameron,PLAAT,LC50,S420M,S420MC,D6925,6.0,2000.0,1000.0,4,2000.0,1000.0,"3,98","2499,44",40,,2274108,87861,2,361389,21944840,74623,755.0,1880.0,1081.0,1081.0,1,2018-07-03,2019-12-16,590,,,,12,DECOILEN,3,DE,56784,0.0,0.0,1.0,,,,"6951 Marshall Causeway Apt. 943
South Tonya, CT 75265",PACKA,0.0,835071826,,286115,81408
100,Benjamin Fritz,Brittany Gonzalez,PLAAT,NL10,S420M,S355MC GG,D6925,10.0,2000.0,1000.0,"3,98",2000.0,1000.0,"3,98","1249,72",20,,2274108,0,89,75862,276010,2,755.0,1880.0,1081.0,1081.0,232048,2020-06-02,2020-06-02,986,VERPAKKEN,3,BE+VP,7479886,VERPAKKEN,3,BE+VP,3911,1.0,1.0,1.0,,,,"USNV Carson
FPO AE 50677",PACKI,1.0,8658,,28908939,130
101,April Cantu,Jonathan Johnson,PLAAT,LC40,DD11,DD11,D7048,9.0,2500.0,1250.0,10,2500.0,1250.0,10,"248,34",1,,2296031,46,695940926,2580,69093,55881,740.0,1790.0,1308.0,1308.0,852303410,2018-06-20,2019-12-16,89,,,,6549752,DECOILEN,3,DE,123277774,0.0,0.0,1.0,,,,"0219 Mccarthy Squares
West Valerie, AS 37347",PACKA,1.0,479289,,442108504,996357069
102,Perry Nelson,Tammy Harrington,COILS,B158,DD11,DD11,D7066,0.0,0.0,1745.0,4,0.0,1745.0,4,8785,1,,198802401,7,4657485,4188608,51,97767,750.0,1180.0,1745.0,1745.0,809700786,2018-03-01,2020-04-29,1,,,,8048777,,,,374052530,0.0,0.0,0.0,,,,"91727 Carroll Hollow Suite 500
Brandyshire, MT 12843",onbekend,,19981897,,5627,5518
103,Mark Allen,Tim Robinson,COILS,MGZN,DD11,DD11,D7067,0.0,0.0,1754.0,4,0.0,1754.0,4,7925,1,,199701702,7802782,808,840336204,4056356,22,750.0,1155.0,1755.0,1755.0,13677091,2018-03-01,2019-11-27,569,,,,441124732,,,,62,0.0,0.0,0.0,,,,"7421 Julie Stream
New Mary, PR 96395",onbekend,,8672,,5828,741
104,Margaret Camacho,Travis Sims,COILS,MGZN,22/37,ov DD11/S235,D7203,0.0,0.0,1009.0,"3,98",0.0,1013.0,"4,05",12540,1,,2251120,659817037,13,3607630,16705,638,740.0,1615.0,1013.0,1013.0,19523900,2018-04-04,2018-04-05,1923,,,,464814,,,,641903880,0.0,0.0,0.0,,,,"9335 Jonathan Harbor Suite 515
South Samuel, DC 53027",onbekend,,6918,,2883626,748732201
105,Michael Malone,Joseph Knight,COILS,MGZN,S355B,ov>=S355,D7474,0.0,0.0,1450.0,"5,95",0.0,1459.0,"5,93",26340,1,,2201120,1250668,6878,56413055,145100,523027,740.0,1880.0,1459.0,1459.0,9760800,2018-03-28,2018-03-29,660,,,,275544,,,,110,0.0,0.0,0.0,V,,,"278 Brown Square
North Kathleenport, IN 13477",onbekend,,5710,,668,7314
106,Lisa Johnson,Michael Smith Jr.,COILS,MGZN,S355B,ov>=S355,D7476,0.0,0.0,1463.0,"4,01",0.0,1459.0,4,25380,1,,2216049,55,4,670,262,44,740.0,1855.0,1459.0,1459.0,1,2018-03-28,2018-03-29,86,,,,2,,,,12052,0.0,0.0,0.0,V,,,"492 Paul Street
North Samuel, CT 13082",onbekend,,8225248,,39295,9
107,Vincent Myers DDS,Andrea Short,PLAAT,NL12,OV22,ov DD11,D7578,10.0,2500.0,1250.0,4,2500.0,1279.0,4,"502,01",5,,2285042,41170,432,1882042,567492052,7664335,590.0,1826.0,1280.0,1280.0,829,2018-08-21,2020-02-17,68597410,VERPAKKEN,3,DE+VP,94,VERPAKKEN,3,DE+VP,48,1.0,1.0,0.0,,,,"91271 Chapman Stream
Katherineview, MA 24564",PACKH,0.0,68027,,64643275,4
108,Jonathan Walker,Robert Davis,PLAAT,LC39,S355M,S355MC,D7581,1.0,2500.0,1250.0,8,2500.0,1261.0,"8,04","994,05",5,,2250118,751532,3111046,6,787,8,740.0,2020.0,1260.0,1260.0,22,2018-07-26,2020-03-24,202023,,,,4929,DECOILEN,3,DE,22,0.0,0.0,0.0,V,,,"364 Johnny Crest Apt. 389
Port Kathleen, AS 81280",PACKA,1.0,800634494,,6178439,67347077
109,Kayla Pratt,Amy Kelly,COILS,MGZN,22/37,ov DD11/S235,D7670,0.0,0.0,981.0,4,0.0,988.0,4,16225,1,,2279106,66863,171551948,774487,2,7,740.0,1810.0,988.0,988.0,22,2018-04-11,2018-06-28,478,,,,49802,,,,1214,0.0,0.0,0.0,,,,"7285 Gutierrez Plains
East Lauren, DC 62746",onbekend,,6752556,,5288512,75
110,John Lee,Sheila Simon,COILS,MGZN,OV22,ov DD11,D7691,0.0,0.0,984.0,3,0.0,984.0,3,11785,1,,2284001,58,72546,84,952,251483955,755.0,1585.0,992.0,992.0,912,2018-06-01,2018-07-02,382946709,,,,97,,,,7978553,0.0,0.0,0.0,,,,"7439 Pena Courts
Chloebury, NH 12641",onbekend,,73279,,2,825
111,Corey Johnson,Megan Gordon,COILS,MGZN,OV22,ov DD11,D8170,0.0,0.0,1250.0,"3,7",0.0,1250.0,"3,7",18005,1,,2309002,4,293988719,57,1413765,43642407,750.0,1715.0,1250.0,1250.0,5,2018-05-16,2018-06-15,5860133,,,,79755,,,,601,0.0,0.0,0.0,,,,"792 Tyler Lights
Port Nicoleton, MH 59832",onbekend,,7961165,,673,4909
112,Sarah Murphy,Eric Williams,COILS,MGZN,OV22,ov DD11,D8175,0.0,0.0,1258.0,15,0.0,1256.0,"15,1",20840,1,,2290118,18,488232545,1,1,49746667,735.0,1815.0,1256.0,1256.0,805728,2018-05-02,2018-05-03,63,,,,85986,,,,4033766,0.0,0.0,0.0,,,,"96822 Mcdaniel Underpass Apt. 521
South Stephen, DE 96648",onbekend,,62,,5,6
113,Evan Best,Jeffrey Blackburn,PLAAT,LB09,S355M,Ahnl S355,D8340,7.0,3000.0,1785.0,15,3000.0,1785.0,15,"1267,89",2,"1267,89",2390025,80736217,309157517,6,3922,95,740.0,1770.0,1795.0,1795.0,4597781,2018-06-27,2019-12-16,8601702,,,,292005,DECOILEN,3,DE,74634,0.0,0.0,0.0,,BA32688/1,2018-06-04,"USCGC Garcia
FPO AE 05165",PACKA,1.0,5979957,,40808009,769100
114,Wayne Henry,Alexandra Kennedy,PLAAT,LB03,22/37,S235JR GG,D8613,9.0,7900.0,1650.0,5,7900.0,1657.0,"4,97","2553,56",5,,2512016,46771187,6086528,8860,991655476,66659557,600.0,1835.0,1657.0,1657.0,814022364,2018-06-18,2019-12-16,371739010,,,,34018,DECOILEN,3,DE,30,1.0,1.0,0.0,,,,"8279 Gaines Fork Suite 108
East Lindsey, CA 44514",PACKH,0.0,1846894,,6,91349
115,Eric Peck,Jennifer Anderson,PLAAT,LB03,22/37,S235JR GG,D8613,10.0,7900.0,1650.0,5,7900.0,1657.0,"4,97","2553,56",5,,2512016,0,6062509,60,348,66238720,600.0,1835.0,1657.0,1657.0,88,2018-06-18,2019-12-16,907427290,,,,667165,DECOILEN,3,DE,100603,1.0,1.0,0.0,,,,"PSC 4341, Box 5213
APO AA 43541",PACKH,0.0,9109701,,4702,601
116,Gregory Cooper,Stephanie Castillo,PLAAT,LB03,22/37,S235JR GG,D8613,11.0,7900.0,1650.0,5,7900.0,1657.0,"4,97","2553,56",5,,2512016,50438305,74,0,69584857,720,600.0,1835.0,1657.0,1657.0,665833811,2018-06-18,2019-12-16,418205757,,,,6,DECOILEN,3,DE,90253,1.0,1.0,0.0,,,,"673 Evans Estates Suite 236
Jasonmouth, VA 94207",PACKH,0.0,56751,,993,18453906
117,James Hill,Cody Kelley,PLAAT,LB03,22/37,S235JR GG,D8613,12.0,7900.0,1650.0,5,7900.0,1657.0,"4,97","2298,2","4,5",,2512016,8,38,7,410,31882,600.0,1835.0,1657.0,1657.0,687,2018-06-18,2019-12-16,9471886,,,,9998118,DECOILEN,3,DE,4114485,1.0,1.0,0.0,,,,"Unit 1923 Box 5147
DPO AE 83170",PACKH,0.0,38560218,,7,0
118,Wendy Bennett,Tina Flynn,PLAAT,NM03,OV22,DD11 GG,D8618,6.0,2500.0,1250.0,2,2500.0,1277.0,"1,98","1885,6",38,0,2367060,2772063,97999,71,824,1,600.0,1470.0,1277.0,1277.0,87655320,2018-07-30,2019-12-16,9,VERPAKKEN,3,VP,879064373,VERPAKKEN,3,VP,72777015,1.0,1.0,0.0,X,,,"01616 Timothy Landing Suite 657
South Ronaldside, UT 12623",PACKH,0.0,463448494,,222680576,276
119,Scott Gallegos,Heather Hill,PLAAT,LB11,S355M,TC2-S355J2+N,D8663,11.0,4000.0,2000.0,20,4000.0,2000.0,20,"2624,4",2,0,6446661,992935189,8,491,4523215,7,740.0,1720.0,2013.0,2013.0,10792447,2018-05-24,2020-06-04,53,OMZETTEN,3,OM,5,OMZETTEN,3,OM,2397248,0.0,0.0,0.0,,,,"Unit 7710 Box 9448
DPO AP 26950",PACKA,0.0,460,,50675,480743
120,Joshua Grant,Julia Hughes,COILS,MGZN,S355B,muster Vogel,D8883,0.0,0.0,1020.0,5,0.0,1031.0,"4,9",15560,1,,2372145,840782218,42748497,45339610,1,447913,740.0,1760.0,1031.0,1031.0,362,2018-06-04,2018-06-19,5353,BRANDEN,3,BR,62561816,BRANDEN,3,BR,69957273,0.0,0.0,0.0,V,,,"7283 Denise Vista
Vazquezstad, TN 92224",onbekend,,2,,0,95197
121,Charles Freeman,Robin Fernandez,COILS,MGZN,S355B,Muster Vogel,D8891,0.0,0.0,1250.0,5,0.0,1250.0,5,23820,1,,2369046,243447,761986321,4,82740,25265161,740.0,1905.0,1264.0,1264.0,4,2018-06-04,2018-10-26,215,BRANDEN,3,BR,545600923,BRANDEN,3,BR,67,0.0,0.0,0.0,V,,,"583 Brown Rest Apt. 251
Rodriguezton, AS 86626",onbekend,,86349208,,7,29
